"-", "Fri Jun 19 12:33:45 PDT 2009", "Meerkat100", "@ManxieFi @thelane He has tendinitis and cannot play at Wimbledon as he says he is not 100 % fit.     sorry for late reply was watching EE"
"-", "Fri Jun 19 12:39:47 PDT 2009", "xsarahbellax", "exams suck exams suck exams suck exams suck exams suck exams suck exams suck!! Entertain me, i have nothing to do but clean and study "
"-", "Fri Jun 19 12:41:09 PDT 2009", "dreamtime", "time to sell my kiteboarding gear... "
"-", "Fri Jun 19 12:41:32 PDT 2009", "Martl0105", "Bringing my Girl to the Airport. She's going home to Vienna "
"-", "Fri Jun 19 12:42:08 PDT 2009", "defaultString", "I am unable to get enough caffeine into my system without becoming too wired.   How much caffeine is too much?"
"-", "Fri Jun 19 12:44:47 PDT 2009", "Jon_Kleiven", "Hello internets! I am returned after a few days without internet access, but I fear I will leave you again tomorrow for Hove-festivalen "
"-", "Fri Jun 19 12:50:13 PDT 2009", "_kavita", "@shivi22 Yeah I suppose he's alright, but when I was ballgirling he was just awful &amp; rude to everyone "
"-", "Fri Jun 19 12:53:22 PDT 2009", "jessfudd", "@couliseaux   Hooray for living a life where you don't have to think about teeth."
"-", "Fri Jun 19 12:53:59 PDT 2009", "modelmaddie", "its official im bored, i wanna go out and find some cute musicians but i got no money "
"-", "Fri Jun 19 13:00:01 PDT 2009", "marisem", "I am so good at shirt and tie combos it scares me sometimes. ;) I am so bored at work though.  "
"-", "Fri Jun 19 13:00:16 PDT 2009", "eightbitss", "@panacea81 i'm sooooooo tired  how r u sweetie?"
"-", "Fri Jun 19 13:11:41 PDT 2009", "KekeYako", "i wont c my dad this fathers day,i miss him  "
"-", "Fri Jun 19 13:18:07 PDT 2009", "jenvetterlicom", "one complaint about my new mouse - the clickable scroll wheel is not being recognized as the middle button - can't seem to enable it "
"-", "Fri Jun 19 13:18:11 PDT 2009", "Steph_Sx", "@melissaportlock the only one i know is ruby + she's already following me  was hoping to get a few more people to talk to, just you atm ha"
"-", "Fri Jun 19 13:22:05 PDT 2009", "FlyEffortlssly", "@LeanneLyn yep I thought the same thing and I had half a tan! "
"-", "Fri Jun 19 13:22:17 PDT 2009", "melaniexo18", "@PerezHilton eh, don't like it that much  too repetitive in my opinion.."
"-", "Fri Jun 19 13:22:26 PDT 2009", "jessicachavez7", "My tummy hurts! I think it's heartburn. It's a horrible feeling!! "
"-", "Fri Jun 19 13:26:21 PDT 2009", "MarQe57", "@lilemmajane I'm just taking the one pair! But Miss say's they won't be staying up for very long "
"-", "Fri Jun 19 13:30:27 PDT 2009", "sammy_grand", "http://is.gd/16BB8 Does this mean I can't eat cookie dough anymore? Tollhouse is always better than Pillsbury "
"-", "Fri Jun 19 13:32:07 PDT 2009", "ariellebabyy", "I really can't believe this happened.. "
"-", "Fri Jun 19 13:33:40 PDT 2009", "elblandie", "is all about the poker right now. Damn, I wish I was in Vegas "
"-", "Fri Jun 19 13:34:31 PDT 2009", "romanalejandro", "Freakin tired yo!  nap. ZzZzZzZz"
"-", "Fri Jun 19 13:46:15 PDT 2009", "jiz_el", "its too dang boring to be a friday. why i aint got nothing to do today "
"-", "Fri Jun 19 13:46:32 PDT 2009", "edwestwicklover", "@SophieeOx wat how it dosnt to mine "
"-", "Fri Jun 19 13:46:55 PDT 2009", "rdy2freefall", "@theresanoelle it's ok don't worry about it  just my luck that I didn't make it on that night, oh well :-/"
"-", "Fri Jun 19 13:48:31 PDT 2009", "ima_Rachel_fish", "its official..im depressed  @ashleighlines i feel your pain now"
"-", "Fri Jun 19 13:48:33 PDT 2009", "chanceee", "why do my friends insist on putting me in the worst situations? "
"-", "Fri Jun 19 13:49:57 PDT 2009", "epsareshort", "As of 3:30 when I drove by, they are still spraying water at the Georgia Theatre "
"-", "Fri Jun 19 14:00:50 PDT 2009", "manasseh", "I love it when students stay late after class to work on projects...just not on Fridays. "
"-", "Fri Jun 19 14:01:04 PDT 2009", "agent_omega717", "thanks @smosh , youtubes down "
"-", "Fri Jun 19 14:02:28 PDT 2009", "Pacey06", "Just caused a spilling of fruit punch.  oh what a day. Haha"
"-", "Fri Jun 19 14:02:34 PDT 2009", "lorner96", "Crap. YouTube is down "
"-", "Fri Jun 19 14:04:47 PDT 2009", "wendyfitzny", "@DonnieWahlberg my invite got lost in the mail "
"-", "Fri Jun 19 14:05:02 PDT 2009", "Dae6", "Change in plans. Headed out to the farm for the reception instead of working at tapas  oh well!"
"-", "Fri Jun 19 14:05:09 PDT 2009", "Taryn810", "wish I had tix to The Fray tonight in Nj, would of made my miserable day much better "
"-", "Fri Jun 19 14:05:12 PDT 2009", "LearNinG2LuV", "Ugh work "
"-", "Fri Jun 19 14:08:48 PDT 2009", "quirkes", "#Setanta lost the rights to Premiership games, that sucks. Spose I should cancel my subscription "
"-", "Fri Jun 19 14:09:21 PDT 2009", "Jewels_xo", "@cntrstrk14 I've been having that problem the past couple days, too. "
"-", "Fri Jun 19 14:11:07 PDT 2009", "fibreoptic", "@ChexK Just. I knew my family didn't like tats, but I'm never going to be able to tell them and they're saying stuff and it really hurts "
"-", "Fri Jun 19 14:12:27 PDT 2009", "amigastu", "@oxchris That's life I'm afraid "
"-", "Fri Jun 19 14:12:37 PDT 2009", "sskalko", "Yes, had a good experience with #Chicago water dept. today. Responded to bsmnt flood, ID'd the prob. Good guys might lose jobs nxt wk. "
"-", "Fri Jun 19 14:14:58 PDT 2009", "frankie_bbe", "WHY  is like no 1 on twitter   ="
"-", "Fri Jun 19 14:18:37 PDT 2009", "kfreud1194", "@minijesus  Ever since she turned ten my sister's lost the ability to stop running her mouth "
"-", "Fri Jun 19 14:19:33 PDT 2009", "TallulahOx", "watching Katie and Peter. Aww i liked them together "
"-", "Fri Jun 19 14:22:44 PDT 2009", "sydneyamikos", "beach with @JessCuh &amp; xKirkx! we miss @xkeeblex "
"-", "Fri Jun 19 14:22:50 PDT 2009", "sasi91", "Sad... nothing works "
"-", "Fri Jun 19 14:23:11 PDT 2009", "fishlisha", "@mRiaMtHecLuB no money  i wish!!!! "
"-", "Fri Jun 19 14:24:46 PDT 2009", "shrimpiiiii", "@arch_angel19 i wanna get my swag on but i dnt wanna drink alone whats the fun in that "
"-", "Fri Jun 19 14:27:09 PDT 2009", "CrissyPooh01", "I guess I done upset 2 ppl they done stopped following me "
"-", "Fri Jun 19 14:29:22 PDT 2009", "LucasS", "@mspecht yeah I hear ya, done the stop over in auckland before, AirNZ is great execpt for the stopover "
"-", "Fri Jun 19 14:29:40 PDT 2009", "CheyenneV007", "@katielharper noo  im going home to nor cal again "
"-", "Fri Jun 19 14:30:49 PDT 2009", "Voodoo15", "Boom goes the dynamite...Had the HUGEST brainfart during my exam today.  Dreading to see how bad I got on it now.  "
"-", "Fri Jun 19 14:33:12 PDT 2009", "natalieuva", "@jesscahhfosho aww :\ my cousins dog rosie had seisures all the time  itl be okay"
"-", "Fri Jun 19 14:33:39 PDT 2009", "supergiannio", "@See_The_Light_ I respect your opinion and stated my superior opinion. JOKING! "
"-", "Fri Jun 19 14:34:39 PDT 2009", "RealMenGlitter", "I havent even been on yet today *gasp* and now Im off to daughter's ballet recital then work tonight.  I miss you guys "
"-", "Fri Jun 19 14:34:39 PDT 2009", "LittleMissDx", "@blayze316 Sorry to hear your jaw is giving you pain!!! "
"-", "Fri Jun 19 14:42:56 PDT 2009", "creolemamii", "My babe left me early now I'm sad "
"-", "Fri Jun 19 14:49:25 PDT 2009", "EllieHey", "Not much to tweet this week.  No news.  Boo.    Happy Dad's Day though!  Have a great weekend!"
"-", "Fri Jun 19 14:54:48 PDT 2009", "marymaygirl", "300th tweet ... thinking of chocolate ~x~ sadly not eatings any "
"-", "Fri Jun 19 14:57:02 PDT 2009", "THISISFLYNESS", "craving sum pizza right now..and not jus any kind either "
"-", "Fri Jun 19 14:57:27 PDT 2009", "theidan", "http://twitpic.com/7u9kz - so tired, sleepy and exhausted!  i need to sleep!"
"-", "Fri Jun 19 14:57:38 PDT 2009", "theidan", "http://twitpic.com/7u9lo - so tired, sleepy and exhausted!  i need to sleep!"
"-", "Fri Jun 19 14:59:08 PDT 2009", "Innovaxsean", "@QueenEsteeezy it hasn't missed you though. inanimate objects suck.. "
"-", "Fri Jun 19 15:03:29 PDT 2009", "charmmunny", "in nj for just a few more days. i don't want to leave bill "
"-", "Fri Jun 19 15:06:59 PDT 2009", "MuRd3RsauR", "Fck!n mRi got cancelled  man I dunno no moRe I'm just bRoken"
"-", "Fri Jun 19 15:19:19 PDT 2009", "simonlord", "It's a long walk home "
"-", "Fri Jun 19 15:23:41 PDT 2009", "cmh2001", "That's the end of the cheesecake "
"-", "Fri Jun 19 15:25:54 PDT 2009", "amber_mitsue", "male life giver does not understand!!!! "
"-", "Fri Jun 19 15:28:10 PDT 2009", "AlyElise", "today is not my &quot;photogenic&quot; day "
"-", "Fri Jun 19 15:31:11 PDT 2009", "AFrangias", "OMG This is not good. Traffic is so bad on I55 I'm already late for Aimee's ceremony. I'm sad that I'll miss it  On the road now 1.5 hrs!"
"-", "Fri Jun 19 15:35:42 PDT 2009", "SmashMe_EraseMe", "@iamtheplague AWWWW shit! Hahaha fail I have at&amp;t "
"-", "Fri Jun 19 15:42:17 PDT 2009", "TypicalMelis", "@FairBrandee details later, obviously NOT over f'ing twitter, but now i feel WICKED guilty  what do i do?!"
"-", "Fri Jun 19 15:45:39 PDT 2009", "Arli_Racegirl", "Oooh  Kimi only 18 2nd free pratice.Ferrari really slow. More pics and news -&gt;www.kimiraikkonenbrasil.com...Icekisses!"
"-", "Fri Jun 19 15:45:45 PDT 2009", "tomrk1089", "@lepas Even after Googling, I still don't get it. My geek card has been revoked. "
"-", "Fri Jun 19 15:45:58 PDT 2009", "iamyourboi", "bored.. cant connect to a userplane "
"-", "Fri Jun 19 15:46:13 PDT 2009", "mickaaay", "I need a new job asap "
"-", "Fri Jun 19 15:48:06 PDT 2009", "mIzzExcluZive2u", "I want a crispy chicken snap wrap with bar b q sauce "
"-", "Fri Jun 19 15:51:41 PDT 2009", "imcute519", "cantwait for imats!! oh wait, im not going. darn. "
"-", "Fri Jun 19 15:51:54 PDT 2009", "xoxoJelica", "I'm really mad that while I'm going to be out of the country Lil Wayne is going to be having another concert out here "
"-", "Fri Jun 19 15:52:30 PDT 2009", "mikeziegler", "Saddest story ive read in a long time.  http://bit.ly/18uWiX. Kudos to pixar to shed a little light on someone's final moments."
"-", "Fri Jun 19 15:53:26 PDT 2009", "MeteoriteMen", "we love the rain in Tucson but that means we can't see the planets tonight "
"-", "Fri Jun 19 15:55:10 PDT 2009", "iamAlexMcKerrow", "@_NEON_BOMB_ Hella nice! It looks good, might go and see it actually. Been revising hydrocarbons, natural selection and red shift. Exams. "
"-", "Fri Jun 19 16:02:25 PDT 2009", "gurusan", "Working late on Friday  tons of stuff to do for next week"
"-", "Fri Jun 19 16:08:09 PDT 2009", "LeeLadouceur", "so here i am getting ready at yasmins.. and im all ready to go.. and yasmins dog attacks me and makes my legs bleed "
"-", "Fri Jun 19 16:11:17 PDT 2009", "EmeraldDiscount", "Really shouldnt have stayed up this late  nite folks"
"-", "Fri Jun 19 16:14:27 PDT 2009", "jenniferrr__", "@mynameisben_  I know.. your gonna make me cry again..  where are you? Dans?"
"-", "Fri Jun 19 16:15:22 PDT 2009", "russelljames91", "@manicsue awwh dont go leaving me  soz i was away there, watchin CDWM "
"-", "Fri Jun 19 16:17:55 PDT 2009", "DJDal", "Off to bed now.. Up at 7 for work tomorow   Jailbreak for windows better be out soon  i cant wait any longer!!  Night Night Twittaz "
"-", "Fri Jun 19 16:19:28 PDT 2009", "wendy74", "Come say hi to me.. Friday and Im drinking and Im bored  #jtv http://justin.tv/wendy1974"
"-", "Fri Jun 19 16:19:48 PDT 2009", "RachelKalmar", "@MarloAshley Nope...I finish on Monday!  So I still have the weekend   I am just exciting to be donee for a feww weeks and get a break! ha"
"-", "Fri Jun 19 16:23:58 PDT 2009", "softball0_2", "Waiting for him to txt me....  Its taken 4ever...."
"-", "Fri Jun 19 16:23:59 PDT 2009", "WooopJess", "@tommcfly  im so upset   cheer  me up a  bit  my  friend   broke  something of mine "
"-", "Fri Jun 19 16:26:14 PDT 2009", "polarbearace", "96 is a lil too hot...kkingdom tomorrow with sara and dave 43 hours of work next week makes me sad "
"-", "Fri Jun 19 16:28:19 PDT 2009", "Qbanned", "@jackburnt I think it is 7:30 est. Which is now "
"-", "Fri Jun 19 16:31:38 PDT 2009", "barbiie_Garcia", "@danniehh no I'm not.    dancing class"
"-", "Fri Jun 19 16:31:39 PDT 2009", "jen_cotter", "almost 4 straight hours of homework...my head is killing me "
"-", "Fri Jun 19 16:32:50 PDT 2009", "robin314159", "the immediate future is looking blargy. "
"-", "Fri Jun 19 16:34:40 PDT 2009", "jessicatofu", "eff dis rain. mall time with pickle and lizzie. wish kface was here too "
"-", "Fri Jun 19 16:34:54 PDT 2009", "roohollah", "I am really worried about tomorrow. There is going to be terrible bloodshed! No doubt about that!  I just hope I am wrong..."
"-", "Fri Jun 19 16:38:04 PDT 2009", "hannahMCFLY6", "@tommcfly  HI TOM  ! , i know you wont reply to this  , but i really do love you guys! come to scotland again soon  love ya's (L)"
"-", "Fri Jun 19 16:39:50 PDT 2009", "__samanthaH", "Rain, thunder, lightning, 80 mile an hour winds.... I'm scared "
"-", "Fri Jun 19 16:42:15 PDT 2009", "rachelfuentes", "My feet hurt!! "
"-", "Fri Jun 19 16:46:56 PDT 2009", "edm4rtin", "@MissCaraBrown @ILUVNKOTB &lt;-- I especially love you girls... What's wrong with a man loving multiple girls? "
"-", "Fri Jun 19 16:52:50 PDT 2009", "cheelcc", "not much, ill "
"-", "Fri Jun 19 16:54:07 PDT 2009", "kelly_ballard", "Wouldn't mind dps'ing in raids for a change. Trouble is I can't seem to get past 2.2k dps as a spriest "
"-", "Fri Jun 19 17:04:40 PDT 2009", "Protosschick99", "Omg $20 bucks used to fill up our tank &gt;.&lt; Stupid rising gas prices "
"-", "Fri Jun 19 17:06:16 PDT 2009", "GenXer", "@ckstarling  Hope you get a chance to relax and feel better."
"-", "Fri Jun 19 17:09:04 PDT 2009", "cmariex", "Okay, not 'sleepy time' , dog is crying downstairs  arg i'm way to tired"
"-", "Fri Jun 19 17:10:20 PDT 2009", "CSPRIMITIVES", "Another rainy day "
"-", "Fri Jun 19 17:13:55 PDT 2009", "Bella_Gerard", "my little sis is sick!!! i feel so bad fo her "
"-", "Fri Jun 19 17:16:14 PDT 2009", "dominiquebustos", "@Haney365 hey, when did you stop following me? "
"-", "Fri Jun 19 17:17:20 PDT 2009", "Ooh_Aah_Cantona", "Need sleep but I'm still buzzed and hyper. "
"-", "Fri Jun 19 17:18:22 PDT 2009", "the_moog", "Ugh! My mower broke! "
"-", "Fri Jun 19 17:22:10 PDT 2009", "marissac", "@sbarbara why haven't you accepted my follow request yet "
"-", "Fri Jun 19 17:22:53 PDT 2009", "J5king", "Just left a horrible day at school!  but ready for the weekend! "
"-", "Fri Jun 19 17:25:18 PDT 2009", "Justpadme", "YAY! i have my hairstyle for my prom!! so HAPPY! my stomach keep hurting me "
"-", "Fri Jun 19 17:25:54 PDT 2009", "xxLauren90xx", "Moving, cleaning, unpacking tomorrow. And cleaning all day Sunday "
"-", "Fri Jun 19 17:26:44 PDT 2009", "ahallaballa", "@fireworksheart agreeeeeed "
"-", "Fri Jun 19 17:28:22 PDT 2009", "peggyrossmanith", "True story: @GovernorPerry 's Belle updates seriously make me want another Lab puppy "
"-", "Fri Jun 19 17:30:32 PDT 2009", "edwardchen7", "Getting ready for graduation "
"-", "Fri Jun 19 17:31:07 PDT 2009", "BrookeJasmyn", "@ImDoubleD haha awww thanks babe! Tonight I am in DC doin a party hadda leave my baby @ home  miss u @ceegeeeff!"
"-", "Fri Jun 19 17:32:34 PDT 2009", "favoritemelody", "stuck at my cousins baseball game, pleeeease talk to me, all sports bore me "
"-", "Fri Jun 19 17:34:20 PDT 2009", "adobeaddict", "#dontyouhate Chinese whispers with news "
"-", "Fri Jun 19 17:36:05 PDT 2009", "taylor_blue", "@TJNeonLimelight My thoughts are with you. "
"-", "Fri Jun 19 17:39:10 PDT 2009", "jacigilliland", "uhh no movies tonight  instead just picking up @meliamiller &amp; getting pizza &amp; renting movies."
"-", "Fri Jun 19 17:40:02 PDT 2009", "ninoBROWNN", "@_anahs iCANT why'd she do it? Even worst, here eyeshadow matched her shoes and capris! Her boyfriend gave me the side eye "
"-", "Fri Jun 19 17:40:38 PDT 2009", "YPH_Patrick", "well it was a no go for the apple store because they extened the offer to people who got it a few months after but i got mine in november "
"-", "Fri Jun 19 17:43:16 PDT 2009", "hummingbird604", "@queerfilmfest Did you check my message re: media accreditation? I sent you guys an email MONTHS ago "
"-", "Fri Jun 19 17:47:03 PDT 2009", "itsFLAVORED", "@Forever21_tweet i contacted you guys through the f21 site about a problem a while ago and never got a response "
"-", "Fri Jun 19 17:52:53 PDT 2009", "luxemd", "thanks a lot mother nature! U ruined my weekend "
"-", "Fri Jun 19 17:54:55 PDT 2009", "komponisto", "@natfriedman Actually, he doesn't. ...and his acent is horrible. "
"-", "Fri Jun 19 17:55:30 PDT 2009", "MekaSantana", "I have a terrible stomach ache. "
"-", "Fri Jun 19 17:57:07 PDT 2009", "MzDivaNicki", "@blkwithwhtstrpz lmao oh yea! Hmmm...this celibacy crap sucks "
"-", "Fri Jun 19 18:03:45 PDT 2009", "JI_JAPAN9", "With all these rain 2night looking  another night in Xbox Land "
"-", "Fri Jun 19 18:08:18 PDT 2009", "kenabsongwriter", "OMG! I have a F'N Headache right now.... Booo!!  Got some work in tho..."
"-", "Fri Jun 19 18:08:59 PDT 2009", "Sandhult", "Should BNP members be allowed to teach in schools? http://tinyurl.com/nmgdoo "
"-", "Fri Jun 19 18:09:35 PDT 2009", "Itzy88", "@sammylynnk What guy?? The faker or Robert Pattinson? I don't understand!!!! "
"-", "Fri Jun 19 18:11:18 PDT 2009", "jentin2010", "@Sethh2012 awe. "
"-", "Fri Jun 19 18:13:38 PDT 2009", "CarolinaRivera2", "ugh I still have to clean "
